Code,County,State,Labor_count,Employed,Unemployed,unemployment_rate
CN2702900000000,Clearwater , MN,"4,409     ","4,153     ",256     ,5.8     
CN2703100000000,Cook , MN,"2,867     ","2,738     ",129     ,4.5     
CN2703300000000,Cottonwood , MN,"6,409     ","6,193     ",216     ,3.4     
CN2703500000000,Crow Wing , MN,"31,834     ","30,555     ","1,279     ",4.0     
CN2703700000000,Dakota , MN,"237,756     ","230,287     ","7,469     ",3.1     
CN2703900000000,Dodge , MN,"11,735     ","11,371     ",364     ,3.1     
CN2704100000000,Douglas , MN,"20,894     ","20,304     ",590     ,2.8     
CN2704300000000,Faribault , MN,"6,806     ","6,548     ",258     ,3.8     
CN2704500000000,Fillmore , MN,"11,282     ","10,949     ",333     ,3.0     
CN2704700000000,Freeborn , MN,"15,344     ","14,811     ",533     ,3.5     
CN2704900000000,Goodhue , MN,"26,010     ","25,176     ",834     ,3.2     
CN2705100000000,Grant , MN,"3,210     ","3,092     ",118     ,3.7     
CN2705300000000,Hennepin , MN,"693,393     ","669,687     ","23,706     ",3.4     
CN2705500000000,Houston , MN,"10,158     ","9,868     ",290     ,2.9     
CN2705700000000,Hubbard , MN,"9,978     ","9,571     ",407     ,4.1     
CN2705900000000,Isanti , MN,"21,344     ","20,476     ",868     ,4.1     
CN2706100000000,Itasca , MN,"21,147     ","20,154     ",993     ,4.7     
CN2706300000000,Jackson , MN,"5,402     ","5,232     ",170     ,3.1     
CN2706500000000,Kanabec , MN,"8,885     ","8,415     ",470     ,5.3     
CN2706700000000,Kandiyohi , MN,"22,957     ","22,142     ",815     ,3.6     
CN2706900000000,Kittson , MN,"2,223     ","2,159     ",64     ,2.9     
CN2707100000000,Koochiching , MN,"5,582     ","5,336     ",246     ,4.4     
CN2707300000000,Lac qui Parle , MN,"3,303     ","3,209     ",94     ,2.8     
CN2707500000000,Lake , MN,"5,249     ","5,060     ",189     ,3.6     
CN2707700000000,Lake of the Woods , MN,"2,362     ","2,275     ",87     ,3.7     
CN2707900000000,Le Sueur , MN,"15,633     ","14,995     ",638     ,4.1     
CN2708100000000,Lincoln , MN,"2,957     ","2,858     ",99     ,3.3     
CN2708300000000,Lyon , MN,"13,966     ","13,583     ",383     ,2.7     
CN2708500000000,McLeod , MN,"18,763     ","18,118     ",645     ,3.4     
CN2708700000000,Mahnomen , MN,"2,141     ","2,014     ",127     ,5.9     
CN2708900000000,Marshall , MN,"5,173     ","4,958     ",215     ,4.2     
CN2709100000000,Martin , MN,"9,468     ","9,164     ",304     ,3.2     
CN2709300000000,Meeker , MN,"12,907     ","12,470     ",437     ,3.4     
CN2709500000000,Mille Lacs , MN,"12,462     ","11,820     ",642     ,5.2     
CN2709700000000,Morrison , MN,"17,149     ","16,388     ",761     ,4.4     
CN2709900000000,Mower , MN,"20,169     ","19,538     ",631     ,3.1     
CN2710100000000,Murray , MN,"4,599     ","4,424     ",175     ,3.8     
CN2710300000000,Nicollet , MN,"20,123     ","19,567     ",556     ,2.8     
CN2710500000000,Nobles , MN,"11,076     ","10,760     ",316     ,2.9     
CN2710700000000,Norman , MN,"3,154     ","3,030     ",124     ,3.9     
CN2710900000000,Olmsted , MN,"89,697     ","87,173     ","2,524     ",2.8     
CN2711100000000,Otter Tail , MN,"30,602     ","29,566     ","1,036     ",3.4     
CN2711300000000,Pennington , MN,"8,527     ","8,211     ",316     ,3.7     
CN2711500000000,Pine , MN,"13,970     ","13,277     ",693     ,5.0     
CN2711700000000,Pipestone , MN,"4,444     ","4,317     ",127     ,2.9     
CN2711900000000,Polk , MN,"15,699     ","15,100     ",599     ,3.8     
CN2712100000000,Pope , MN,"6,285     ","6,109     ",176     ,2.8     
CN2712300000000,Ramsey , MN,"281,343     ","270,690     ","10,653     ",3.8     
CN2712500000000,Red Lake , MN,"2,150     ","2,065     ",85     ,4.0     
CN2712700000000,Redwood , MN,"7,379     ","7,128     ",251     ,3.4     
CN2712900000000,Renville , MN,"8,153     ","7,838     ",315     ,3.9     
CN2713100000000,Rice , MN,"36,354     ","35,190     ","1,164     ",3.2     
CN2713300000000,Rock , MN,"5,801     ","5,691     ",110     ,1.9     
CN2713500000000,Roseau , MN,"7,748     ","7,521     ",227     ,2.9     
CN2713700000000,St. Louis , MN,"97,613     ","93,880     ","3,733     ",3.8     
CN2713900000000,Scott , MN,"82,810     ","80,313     ","2,497     ",3.0     
CN2714100000000,Sherburne , MN,"52,101     ","50,294     ","1,807     ",3.5     
CN2714300000000,Sibley , MN,"7,965     ","7,677     ",288     ,3.6     
CN2714500000000,Stearns , MN,"88,222     ","85,060     ","3,162     ",3.6     
CN2714700000000,Steele , MN,"19,944     ","19,294     ",650     ,3.3     
CN2714900000000,Stevens , MN,"5,182     ","5,060     ",122     ,2.4     
CN2715100000000,Swift , MN,"4,640     ","4,470     ",170     ,3.7     
CN2715300000000,Todd , MN,"13,158     ","12,672     ",486     ,3.7     
CN2715500000000,Traverse , MN,"1,632     ","1,582     ",50     ,3.1     
CN2715700000000,Wabasha , MN,"12,017     ","11,656     ",361     ,3.0     
CN2715900000000,Wadena , MN,"5,854     ","5,593     ",261     ,4.5     
CN2716100000000,Waseca , MN,"8,665     ","8,323     ",342     ,3.9     
CN2716300000000,Washington , MN,"141,988     ","137,850     ","4,138     ",2.9     
CN2716500000000,Watonwan , MN,"6,396     ","6,204     ",192     ,3.0     
CN2716700000000,Wilkin , MN,"3,323     ","3,230     ",93     ,2.8     
CN2716900000000,Winona , MN,"27,272     ","26,494     ",778     ,2.9     
CN2717100000000,Wright , MN,"75,116     ","72,797     ","2,319     ",3.1     
CN2717300000000,Yellow Medicine , MN,"4,961     ","4,813     ",148     ,3.0     
CN2800100000000,Adams , MS,"10,634     ","9,762     ",872     ,8.2     
CN2800300000000,Alcorn , MS,"15,128     ","14,407     ",721     ,4.8     
CN2800500000000,Amite , MS,"4,398     ","4,079     ",319     ,7.3     
CN2800700000000,Attala , MS,"6,882     ","6,469     ",413     ,6.0     
CN2800900000000,Benton , MS,"3,041     ","2,846     ",195     ,6.4     
CN2801100000000,Bolivar , MS,"11,364     ","10,578     ",786     ,6.9     
CN2801300000000,Calhoun , MS,"5,422     ","5,138     ",284     ,5.2     
CN2801500000000,Carroll , MS,"3,471     ","3,269     ",202     ,5.8     
CN2801700000000,Chickasaw , MS,"6,870     ","6,437     ",433     ,6.3     
